id,year,rank,overall_pick,team,player,college,years_active,games,minutes_played,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
1,1989,1,1,SAC,Pervis Ellison,Louisville,11.0,474.0,11593.0,4494.0,3170.0,691.0,0.51,0.05,0.689,24.5,9.5,6.7,1.5,21.8,0.09,-0.5,4.4
2,1989,2,2,LAC,Danny Ferry,Duke,13.0,917.0,18133.0,6439.0,2550.0,1185.0,0.446,0.393,0.84,19.8,7.0,2.8,1.3,34.8,0.092,-0.9,4.9
3,1989,3,3,SAS,Sean Elliott,Arizona,12.0,742.0,24502.0,10544.0,3204.0,1897.0,0.465,0.375,0.799,33.0,14.2,4.3,2.6,55.7,0.109,0.2,13.5
4,1989,4,4,MIA,Glen Rice,Michigan,15.0,1000.0,34985.0,18336.0,4387.0,2097.0,0.456,0.4,0.846,35.0,18.3,4.4,2.1,88.7,0.122,0.8,24.9
5,1989,5,5,CHH,J.R. Reid,UNC,11.0,672.0,15370.0,5680.0,3381.0,639.0,0.472,0.135,0.716,22.9,8.5,5.0,1.0,22.5,0.07,-2.9,-3.7
6,1989,6,6,CHI,Stacey King,Oklahoma,8.0,438.0,7406.0,2819.0,1460.0,387.0,0.478,0.235,0.707,16.9,6.4,3.3,0.9,10.9,0.071,-3.4,-2.7
7,1989,7,7,IND,George McCloud,Florida State,12.0,766.0,17429.0,6925.0,2342.0,1769.0,0.402,0.358,0.81,22.8,9.0,3.1,2.3,24.6,0.068,-0.8,5.3
8,1989,8,8,DAL,Randy White,Louisiana Tech,5.0,281.0,5382.0,2083.0,1366.0,175.0,0.401,0.193,0.707,19.2,7.4,4.9,0.6,1.9,0.017,-5.0,-4.0
9,1989,9,9,WSB,Tom Hammonds,Georgia Tech,12.0,687.0,10419.0,3617.0,2243.0,378.0,0.48,0.0,0.691,15.2,5.3,3.3,0.6,14.7,0.068,-3.8,-4.7
10,1989,10,10,MIN,Pooh Richardson,UCLA,10.0,639.0,19399.0,7083.0,1807.0,4180.0,0.444,0.329,0.652,30.4,11.1,2.8,6.5,26.7,0.066,0.2,10.5
11,1989,11,11,ORL,Nick Anderson,Illinois,13.0,800.0,24922.0,11529.0,4064.0,2087.0,0.446,0.356,0.667,31.2,14.4,5.1,2.6,55.3,0.106,1.9,24.7
12,1989,12,12,NJN,Mookie Blaylock,Oklahoma,13.0,889.0,31026.0,11962.0,3659.0,5972.0,0.409,0.336,0.736,34.9,13.5,4.1,6.7,71.8,0.111,3.0,39.2
13,1989,13,13,BOS,Michael Smith,BYU,3.0,141.0,1328.0,698.0,212.0,142.0,0.474,0.15,0.835,9.4,5.0,1.5,1.0,1.4,0.049,-3.6,-0.5
14,1989,14,14,GSW,Tim Hardaway,Texas-El Paso,13.0,867.0,30626.0,15373.0,2855.0,7095.0,0.431,0.355,0.782,35.3,17.7,3.3,8.2,85.0,0.133,3.1,39.6
15,1989,15,15,DEN,Todd Lichti,Stanford,5.0,237.0,4240.0,1870.0,505.0,325.0,0.46,0.244,0.789,17.9,7.9,2.1,1.4,5.6,0.063,-2.5,-0.5
16,1989,16,16,SEA,Dana Barros,Boston College,14.0,850.0,19480.0,8901.0,1609.0,2837.0,0.46,0.411,0.858,22.9,10.5,1.9,3.3,49.6,0.122,1.7,18.1
17,1989,17,17,SEA,Shawn Kemp,Trinity Valley CC,14.0,1051.0,29293.0,15347.0,8834.0,1704.0,0.488,0.277,0.741,27.9,14.6,8.4,1.6,89.5,0.147,0.6,19.4
18,1989,18,18,CHI,B.J. Armstrong,Iowa,11.0,747.0,17790.0,7320.0,1321.0,2479.0,0.477,0.425,0.856,23.8,9.8,1.8,3.3,45.0,0.121,-0.2,8.1
19,1989,19,19,PHI,Kenny Payne,Louisville,4.0,144.0,1167.0,508.0,170.0,61.0,0.41,0.293,0.859,8.1,3.5,1.2,0.4,-0.1,-0.005,-4.9,-0.9
20,1989,20,20,CHI,Jeff Sanders,Georgia Southern University,4.0,55.0,462.0,112.0,103.0,25.0,0.395,,0.609,8.4,2.0,1.9,0.5,-0.1,-0.008,-6.3,-0.5
21,1989,21,21,UTA,Blue Edwards,East Carolina University,10.0,704.0,18409.0,7585.0,2376.0,1409.0,0.475,0.335,0.779,26.1,10.8,3.4,2.0,24.2,0.063,-1.6,1.9
22,1989,22,22,POR,Byron Irvin,Missouri,3.0,87.0,849.0,451.0,123.0,73.0,0.471,0.35,0.722,9.8,5.2,1.4,0.8,2.1,0.121,0.6,0.6
